Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Microsoft Lumia 1330,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"3, 7, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-,-,,Micro-SIM,"5.7 inches, 89.6 cm","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Microsoft Windows Phone 8.1,Qualcomm MSM8930AB Snapdragon 400 (28 nm),Dual-core 1.7 GHz Krait 300,Adreno 305,To be confirmed,32GB 1GB RAM,"14 MP, AF","LED flash, panorama",1080p@30fps,5 MP,1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR, LE, aptX",No,FM radio,microUSB 2.0,"Li-Ion, non-removable",,"Yellow, white, black, red",
Cat B25,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,125 x 57 x 22 mm (4.92 x 2.24 x 0.87 in),161 g (5.68 oz),,Dual SIM,"2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Mediatek MT6235,208 MHz,,microSDHC (dedicated slot),,"2 MP, AF",,Yes,No,,Yes,Yes,WLANNo,2.1,No,FM radio,microUSB 2.0,"Li-Ion 1300 mAh, removable",,Black,About 140 EUR
Meizu PRO 5 mini,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA, LTE,"HSPA, LTE Cat4 150/50 Mbps",-,-,,Nano-SIM + Nano-SIM,"4.7 inches, 60.9 cm","1080 x 1920 pixels, 16:9 ratio (~469 ppi density)","Android 5.1 (Lollipop), Flyme 5",Mediatek MT6797 Helio X20 (20 nm),"Deca-core (2x2.3 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)",Mali-T880 MP4,microSDXC (uses shared SIM slot),32GB 3GB RAM,"16 MP, f/2.2, AF","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE",No,No,microUSB 2.0,"Li-Ion, non-removable","24W wired, 65% in 30 min","Gray, Gold, Silver, Black/Silver",About 360 EUR
ZTE Blade 11 Prime,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,"2, 4, 5, 12, 13, 66","HSPA 21.1/5.76 Mbps, LTE Cat6 300/50 Mbps",166 x 76 x 8.7 mm (6.54 x 2.99 x 0.34 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.52 inches, 102.6 cm","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 11,Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,64GB 4GB RAM,"16 MP, (wide), AF,
8 MP, f/2.2, 120˚, 16mm (ultrawide),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,8 MP,1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,No,USB Type-C 2.0,Li-Ion 4000 mAh,Wireless,Sky Blue,About 160 EUR
Umidigi One Max,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",156.8 x 75.6 x 8.4 mm (6.17 x 2.98 x 0.33 in),205 g (7.23 oz),"Glass front, glass back, aluminum frame",Nano-SIM + Nano-SIM,"6.3 inches, 99.1 cm","720 x 1520 pixels, 19:9 ratio (~267 ppi density)",Android 8.1 (Oreo),Mediatek MT6763 Helio P23 (16 nm),Octa-core 2.0 GHz Cortex-A53,Mali-G71 MP2,microSDXC (dedicated slot),128GB 4GB RAM,"12 MP, f/2.0, PDAF,
5 MP, f/2.4, (depth)","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Yes, with dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, Wi-Fi Direct","4.1, A2DP, LE",Yes,No,USB Type-C 2.0,"Li-Ion 4150 mAh, non-removable",18W wired,"Twilight Color, Carbon Fiber",About 160 EUR
Coolpad 3632,,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"3, 5, 40","HSPA, LTE",-,-,,Dual SIM,"6.1 inches, 102.5 cm","480 x 854 pixels, 16:9 ratio (~161 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDHC,8GB 1GB RAM,"5 MP, AF","LED flash, HDR",1080p@30fps,2 MP,720p,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP",No,FM radio,microUSB 2.0,,,Gold,About 100 EUR
Coolpad Porto,,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,"3, 7, 8, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",139 x 67.8 x 8 mm (5.47 x 2.67 x 0.31 in),119 g (4.20 oz),,Micro-SIM,"4.7 inches, 60.9 cm","540 x 960 pixels, 16:9 ratio (~234 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,5 MP,720p,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE",No,FM radio,microUSB 2.0,"Li-Ion 1800 mAh, non-removable",,White,About 150 EUR
Sharp GX1,,GSM,GSM 900 / 1800 ,,,,133 x 46 x 23 mm (5.24 x 1.81 x 0.91 in),110 g (3.88 oz),,Mini-SIM,,"120 x 160 pixels, 4:3 ratio",,,,,No,,CIF,,No,No,,No,No,WLANNo,No,,No,,Removable Li-Ion 720 mAh battery,,,
Blackview A7,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,143 x 71 x 9.5 mm (5.63 x 2.80 x 0.37 in),176 g (6.21 oz),,Dual SIM,"5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),Mediatek MT6580A (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,"5 MP, AF,
0.3 MP, (depth)",LED flash,1080p@30fps,2 MP,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,microUSB 2.0,"2800 mAh, removable",,"Champagne Gold, Chocolate Black, Cream White, Jelly Blue",About 60 EUR
Cubot ID206,,No cellular connectivity, N/A, N/A, N/A,No,40 x 40 x 12 mm (1.57 x 1.57 x 0.47 in),-,,No,1.7 inches,240 x 280 pixels (~217 ppi density),Proprietary OS,,,,No,,No,,,,,No,No,WLANNo,"5.0, A2DP, LE",No,No,No,300 mAh,,"Black, Pink",
Oukitel RT1,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,"1, 3, 7, 8, 19, 20","HSPA, LTE",-,-,,Nano-SIM + Nano-SIM,"10.1 inches, 295.8 cm","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Android 11,Mediatek MT8768WA Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (uses shared SIM slot),64GB 4GB RAM,16 MP,"LED flash, panorama",1080p@30fps,16 MP,Yes,Yes,Unspecified,WLANYes,Yes,No,Unspecified,Yes,Li-Po 10000 mAh,,"Black, Orange",About 220 EUR
Oukitel RT2,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE",-,-,,Nano-SIM + Nano-SIM,"10.1 inches, 295.8 cm","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Android 12,Mediatek MT8788 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),128GB 8GB RAM,16 MP,LED flash,1080p@30fps,16 MP,Yes,"Yes, with stereo speakers",Unspecified,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","4.2, A2DP",No,Unspecified,"USB Type-C 2.0, OTG",Li-Po 20000 mAh,33W wired,"Black, Orange",About 350 EUR
ZTE nubia Alpha,,GSM / HSPA / LTE,GSM 1800 ,HSDPA 2100 ,"1, 3, 38, 39, 40, 41","HSPA, LTE",47.1 x 35 x 13.8 mm (1.85 x 1.38 x 0.54 in),158 g (5.57 oz),"Plastic front (display), stainless steel 316L frame",,4.01 inches,192 x 960 pixels (~244 ppi density),Proprietary OS,Qualcomm MSM8909W Snapdragon Wear 2100,Quad-core 1.1 GHz Cortex-A7,Adreno 304,No,8GB 1GB RAM,"5 MP, f/2.2, 25mm (wide), 1.12µm",,Yes (up to 10 sec. duration),Uses main camera,,Yes,No,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE",No,No,No,"Li-Ion 500 mAh, non-removable",,"Gold, Black",About 450 EUR
ZTE Avid 559,,GSM / HSPA / LTE,GSM 850 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 66, 71","HSPA, LTE",147 x 71.9 x 9.4 mm (5.79 x 2.83 x 0.37 in),145 g (5.11 oz),,Nano-SIM,"5.0 inches, 5.00, 68.9 cm","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 8.1 (Oreo),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSDXC,16GB 2GB RAM,5 MP,,720p@30fps,2 MP,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP",No,FM Radio,USB Type-C 2.0,Li-Ion 2200 mAh,,Black,About 40 EUR
ZTE nubia RedMagic 3,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 30, 66 - Global","HSPA 42.2/5.76 Mbps, LTE (7CA) Cat20 2000/150 Mbps",171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in),215 g (7.58 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame",Nano-SIM + Nano-SIM,"6.65 inches, 108.6 cm","1080 x 2340 pixels, 19.5:9 ratio (~388 ppi density)","Android 9.0 (Pie), upgradable to Android 10, Redmagic 3.0",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,No,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF","LED flash, HDR, panorama","8K@15fps, 4K@30/60fps, 1920fps","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, aptX, LE",No,No,"USB Type-C 2.0, OTG, accessory connector","Li-Po 5000 mAh, non-removable","18W wired, QC4","Black, Red, Camouflage, Red/Blue",About 500 EUR
ZTE Blade L8,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 42.2/5.76 Mbps,137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),144 g (5.08 oz),,Nano-SIM + Nano-SIM,"5.0 inches, 64.5 cm","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Android 9.0 Pie (Go edition),Unisoc SC7731E (28 nm),Quad-core 1.3 GHz,Mali-T820 MP1,microSDXC,16GB 1GB RAM,"8 MP, AF","LED flash, HDR",720p@30fps,5 MP,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP, LE",No,FM radio,microUSB 2.0,"Li-Ion 2000 mAh, non-removable",,"Black, Blue",About 60 EUR
ZTE Blade A3 (2019),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),144 g (5.08 oz),,Nano-SIM + Nano-SIM,"5.0 inches, 64.5 cm","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Android 9.0 Pie (Go edition),Unisoc SC9832E (28 nm),Quad-core 1.4 GHz,Mali-T820 MP1,microSDXC,"16GB 1GB RAM, 32GB 1GB RAM","8 MP, AF","LED flash, HDR",720p@30fps,5 MP,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP, LE",No,FM radio,microUSB 2.0,"Li-Ion 2000 mAh, non-removable",,"Black, Blue",About 60 EUR
Ulefone T2 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,"HSPA 21.1/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",165.9 x 78.3 x 7.7 mm (6.53 x 3.08 x 0.30 in),159 g (5.61 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM + Micro-SIM,"6.7 inches, 112.7 cm","1080 x 2258 pixels, 19:9 ratio (~374 ppi density)",Android 8.1 (Oreo),Mediatek MT6771 Helio P70 (12 nm),Octa-core (4x2.5 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP4,microSDXC,128GB 8GB RAM,"21 MP, PDAF,
13 MP","Dual-LED flash, HDR, panorama","4K@60fps, 1080p@30fps","16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm",,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,USB Type-C 2.0,"Li-Po 5000 mAh, non-removable",,"Black, Gold",About 300 EUR
Doogee X95,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20","HSPA, LTE",167 x 77.4 x 8.9 mm (6.57 x 3.05 x 0.35 in),-,,Nano-SIM + Nano-SIM,"6.52 inches, 102.6 cm","540 x 1200 pixels, 20:9 ratio (~202 ppi density)",Android 10,Mediatek MT6761V Helio A22 (12 nm),Quad-core 1.8 GHz Cortex-A53,PowerVR GE8300,microSDXC (uses shared SIM slot),16GB 3GB RAM,"13 MP, (wide),
2 MP, (depth),
2 MP, (telephoto)",LED flash,1080p,"5 MP, f/2.2, (wide)",720p,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.2, A2DP, LE",No,FM radio,"microUSB 2.0, OTG",4350 mAh,10W wired,"Black, Blue, Green",About 110 EUR
Doogee S88 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 7, 8, 20","HSPA, LTE",171.6 x 85.5 x 18.7 mm (6.76 x 3.37 x 0.74 in),372 g (13.12 oz),"Glass front (Gorilla Glass), aluminum back with rubber, aluminum frame",Nano-SIM + Nano-SIM,"6.3 inches, 97.4 cm","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",Android 10,Mediatek MT6771T Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),128GB 6GB RAM,"21 MP, f/2.2, (wide), 1/2.4"", 1.12µm, PDAF,
8 MP, f/2.2, 130˚, (ultrawide), 1/4.0"", 1.12µm,
8 MP, f/2.2, (depth)","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"16 MP, f/2.2, 26mm (wide)",1080p@30fps,Yes,No,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP",Yes,FM radio,"USB Type-C 2.0, OTG",10000 mAh,24W wired,"Fire Orange, Army Green, Mineral Black",About 130 EUR
Doogee S59,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 7, 8, 20","HSPA, LTE",161 x 80.2 x 18.3 mm (6.34 x 3.16 x 0.72 in),340 g (11.99 oz),,Nano-SIM + Nano-SIM,"5.71 inches, 81.4 cm","720 x 1520 pixels, 19:9 ratio (~295 ppi density)",Android 10,Mediatek MT6762 Helio A25 (12 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (uses shared SIM slot),64GB 4GB RAM,"16 MP, f/2.0, (wide), PDAF,
8 MP, f/2.2, 130˚ (wide), PDAF,
8 MP, f/2.2, 130˚ (macro), PDAF,
2 MP, f/2.4, (depth)","Quad-LED flash, HDR, panorama",1080p,"16 MP, f/2.0, (wide)",1080p,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",Yes,FM radio,"USB Type-C 2.0, OTG",10050 mAh,24W wired,"Black, Orange, Green",About 180 EUR
Doogee S40 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20","HSPA, LTE",158.2 x 79.4 x 14.1 mm (6.23 x 3.13 x 0.56 in),238 g (8.40 oz),,Nano-SIM + Nano-SIM,"5.45 inches, 76.7 cm","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 10,Mediatek MT6762 Helio A25 (12 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (uses shared SIM slot),64GB 4GB RAM,"13 MP, f/2.8, (wide),
2 MP, f/2.8, (depth)",LED flash,1080p,"5 MP, f/2.8, (wide)",Yes,Yes,Yes,WLANWi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",Yes,FM radio,"microUSB 2.0, OTG",4650 mAh,10W wired,"Black, Orange, Green",About 150 EUR
Doogee N20 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 19, 20","HSPA, LTE",159 x 77.1 x 8.8 mm (6.26 x 3.04 x 0.35 in),175 g (6.17 oz),,Nano-SIM + Nano-SIM,"6.3 inches, 99.1 cm","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Android 10,Mediatek MT6771V/CA Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),128GB 6GB RAM,"16 MP, f/2.0, (wide), PDAF,
8 MP, f/2.4, 130˚ (ultrawide),
2 MP, f/2.6, (macro),
2 MP, f/2.8, (depth)",LED flash,1080p,"16 MP, f/2.0, (wide)",1080p,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",No,FM radio,microUSB 2.0,4400 mAh,10W wired,"Gray, Purple, Forest",About 170 EUR
ZTE Grand X4,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",155.2 x 77 x 9.1 mm (6.11 x 3.03 x 0.36 in),162 g (5.71 oz),,Nano-SIM,"5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,USB Type-C,"Li-Ion 3140 mAh, non-removable",,Black,About 200 EUR
ZTE Axon 7 Max,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",157 x 80.4 x 8.2 mm (6.18 x 3.17 x 0.32 in),196 g (6.91 oz),,Nano-SIM + Nano-SIM,"6.0 inches, 99.2 cm","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 6 (Marshmallow), MiFavor UI 4",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"16GB 2GB RAM (USA), 64GB 4GB RAM","13 MP, f/2.0, PDAF,
2 MP, (depth)","Laser AF, Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps","5 MP (USA),
13 MP, f/2.2 (all other regions)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,No,USB Type-C,"Li-Ion 4100 mAh, non-removable","18W wired, QC3",Gold,About 350 EUR
ZTE Blade V8,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA, LTE",148.4 x 71.5 x 7.7 mm (5.84 x 2.81 x 0.30 in),141 g (4.97 oz),,Nano-SIM + Nano-SIM,"5.2 inches, 74.5 cm","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 7.0 (Nougat), MiFavor 4.2",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,"16GB 2GB RAM, 32GB 3GB RAM","13 MP, AF,
2 MP, (depth)","LED flash, panorama, HDR",1080p@30fps,13 MP,1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, LE",No,FM radio,microUSB 2.0,"Li-Ion 2730 mAh, non-removable",,"Rose Gold, Silver, Dark Grey, Champagne Gold",About 250 EUR
ZTE Blade V8 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 7, 12","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",156 x 77 x 9.1 mm (6.14 x 3.03 x 0.36 in),185 g (6.53 oz),,Nano-SIM + Nano-SIM,"5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),32GB 3GB RAM,"13 MP, AF,
2 MP, (depth)","Dual-LED flash, panorama","4K@30fps, 1080p@30fps",8 MP,1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",Yes,FM radio,USB Type-C 2.0,"Li-Ion 3140 mAh, non-removable","18W wired, QC2",Black,About 200 EUR
ZTE Hawkeye,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 5, 7, 12, 13","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",154 x 76 x 7.9 mm (6.06 x 2.99 x 0.31 in),-,,Nano-SIM + Nano-SIM,"5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC,32GB 3GB RAM,"13 MP, AF,
12 MP","LED flash, HDR, panorama",1080p@30fps,8 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",Yes,To be confirmed,USB Type-C,Li-Ion 3000 mAh battery,"18W wired, QC2",Black,About 190 EUR
Micromax Superfone Punk A44,,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,112 x 62 x 14.3 mm (4.41 x 2.44 x 0.56 in),-,,Dual SIM (Mini-SIM),"3.5 inches, 37.9 cm","240 x 320 pixels, 4:3 ratio (~114 ppi density)",Android 2.3.6 (Gingerbread),Mediatek MT6513,800 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),512MB RAM,2 MP,,Yes,No,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,2.0,,FM radio,microUSB 2.0,Removable Li-Ion 1200 mAh battery,,White,About 60 EUR
Micromax A80 ,,GSM / UMTS,GSM 900 / 1800 - SIM 1 & SIM 2,UMTS 2100 ,,"Yes, 384 kbps",129.5 x 64 x 13.5 mm (5.10 x 2.52 x 0.53 in),-,,"Dual SIM (Mini-SIM, dual stand-by)","3.75 inches, 41.9 cm","320 x 480 pixels, 3:2 ratio",Android 2.3.4 (Gingerbread),Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),256MB RAM,5 MP,LED flash,Yes,VGA,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,3.0,,No,microUSB 2.0,Removable Li-Ion 2500 mAh battery,,Black,About 120 EUR
Tecno Phantom 6,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",151.5 x 75.5 x 6.2 mm (5.96 x 2.97 x 0.24 in),141.8 g (5.01 oz),,"Dual SIM (Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 (28 nm),Octa-core 2.0 GHz Cortex-A53,Mali-T860MP2,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.0, AF,
5 MP, f/2.4, (depth)","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG","Li-Ion 2700 mAh, non-removable",10W wired,"Champange Gold, Star Gray",
