Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Lenovo ZUK Edge,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat11 600/50 Mbps",142.9 x 74.5 x 7.7 mm (5.63 x 2.93 x 0.30 in),160 g (5.64 oz),,Nano-SIM + Nano-SIM,"5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), ZUI 2.5",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,No,"64GB 4GB RAM, 64GB 6GB RAM","13 MP, f/2.2, 1.34µm, PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.2, 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.1, A2DP, LE",No,FM radio,USB Type-C 3.1,"Li-Ion 3100 mAh, non-removable","18W wired, QC3","Ceramic White, Titanium Black",About 450 EUR
Lenovo Tab3 8 Plus,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 , LTE,"HSPA, LTE - cellular model only",210 x 125 x 8.9 mm (8.27 x 4.92 x 0.35 in),329 g (11.61 oz),,Micro-SIM - cellular model only,"8.0 inches, 185.6 cm","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),16GB 3GB RAM,"8 MP, AF","HDR, panorama",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.0, A2DP",No,No,"microUSB 2.0, OTG","Li-Po 4250 mAh, non-removable",,"Black, White",About 170 EUR
Lenovo Tab 4 8,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",211 x 124 x 8.2 mm (8.31 x 4.88 x 0.32 in),310 g (10.93 oz),,Nano-SIM + Nano-SIM,"8.0 inches, 185.6 cm","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm) (Wi-Fi/LTE model),Quad-core 1.4 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 2GB RAM","5 MP, AF",,1080p@30fps,2 MP,,"Yes, dual speakers",Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP, LE",No,FM radio,microUSB 2.0,"Li-Po 4850 mAh, non-removable",,"Black, White",About 170 EUR
Lenovo Tab 4 8 Plus,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (TB-8704X/TB-8704N only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - cellular model only",210 x 123 x 7 mm (8.27 x 4.84 x 0.28 in),300 g (10.58 oz),,Nano-SIM,"8.0 inches, 185.6 cm","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8953 Snapdragon 625 (14 nm) - Wi-Fi/LTE,Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"16GB 3GB RAM, 64GB 4GB RAM","8 MP, AF",LED flash,1080p@30fps,5 MP,,"Yes, dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"USB Type-C 3.0 (TB-8704V), USB Type-C 2.0 (all other versions)","Li-Po 4850 mAh, non-removable",10W wired,"Aurora Black, Sparkling White",About 200 EUR
Lenovo Tab 2 A7-10,,No cellular connectivity, N/A,,,,189 x 105 x 9.3 mm (7.44 x 4.13 x 0.37 in),269 g (9.49 oz),,No,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT8127 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-450MP4,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM",VGA,,Yes,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,No,microUSB 2.0,"Li-Ion 3450 mAh, non-removable",,Black,About 90 EUR
Lenovo Tab 2 A7-20,,No cellular connectivity, N/A,,,,189 x 105 x 9.3 mm (7.44 x 4.13 x 0.37 in),269 g (9.49 oz),,No,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT8127 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-450MP4,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM",2 MP,,Yes,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,No,microUSB 2.0,"Li-Ion 3450 mAh, non-removable",,Black,About 100 EUR
Lenovo Tab 2 A7-30,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps - cellular model only,191 x 105 x 8.9 mm (7.52 x 4.13 x 0.35 in),269 g (9.49 oz),,Mini-SIM - cellular model only,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT8382M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),16GB 1GB RAM,2 MP,,1080p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 3450 mAh, non-removable",,"Pearl White, Ebony Black, Aqua Blue, Cotton Candy",About 110 EUR
Lenovo P70,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 20 - Data only, no voice","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",142 x 71.8 x 8.9 mm (5.59 x 2.83 x 0.35 in),149 g (5.26 oz),,"Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4 (KitKat),Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,"microUSB 2.0, OTG","Li-Po 4000 mAh, non-removable",,Midnight Blue,About 240 EUR
Lenovo Tab 2 A8-50,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA, LTE,"HSPA, LTE Cat4 150/50 Mbps - cellular model only",210 x 125 x 8.9 mm (8.27 x 4.92 x 0.35 in),360 g (12.70 oz),,"Dual SIM (Micro-SIM, dual stand-by) - cellular model only","8.0 inches, 195.8 cm","800 x 1280 pixels, 16:10 ratio (~184 ppi density)",Android 5.0 (Lollipop),Mediatek MT8735 (28 nm) - 4G model,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM","5 MP, AF",,Yes,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 4290 mAh, non-removable",,"Pearl White, Ebony, Midnight Blue, Neon Pink",About 120 EUR
Lenovo Tab 2 A10-70,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 , HSDPA, LTE,"HSPA, LTE - cellular model only",247 x 171 x 8.9 mm (9.72 x 6.73 x 0.35 in),509 g (1.12 lb),,Micro-SIM - cellular model only,"10.1 inches, 312.3 cm","1200 x 1920 pixels, 16:10 ratio (~218 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT8732 (28 nm) - 4G model,Quad-core 1.7 GHz Cortex-A53,Mali-T760,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF",,Yes,5 MP,,"Yes, with multiple speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 7000 mAh, non-removable",,"Pearl White, Midnight Blue",About 180 EUR
Lenovo A5000,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,140 x 71.4 x 10 mm (5.51 x 2.81 x 0.39 in),160 g (5.64 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.2, AF","LED flash, HDR",1080p@30fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,"microUSB 2.0, OTG","Li-Po 4000 mAh, non-removable",,"Black, White",About 150 EUR
Lenovo A7000,,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,"1, 3, 7, 20, 40 - Data only, no voice","HSPA, LTE Cat4 150/50 Mbps",152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in),140 g (4.94 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 5.0.2 (Lollipop), upgradable to 6.0 (Marshmallow)",Mediatek MT6752m,Octa-core 1.5 GHz Cortex-A53,Mali-T760MP2,microSDHC (dedicated slot),8GB 2GB RAM,"8 MP, f/2.2, AF",Dual-LED flash,1080p@30fps,5 MP,720p,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 2900 mAh, removable",,"Onyx Black, Pearl White, Yellow",About 150 EUR
Lenovo A7000 Plus,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 , LTE,"HSPA, LTE Cat4 150/50 Mbps",152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in),140 g (4.94 oz),,"Dual SIM (Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, AF",Dual-LED flash,1080p@30fps,5 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 2900 mAh, removable",,"Onyx Black, Pearl White, Yellow",About 190 EUR
Lenovo Vibe Shot,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE 800 / 1800 / 2100 / 2600 - Lenovo Z90-7,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",142 x 70 x 7.3 mm (5.59 x 2.76 x 0.29 in),145 g (5.11 oz),,"Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 5.0.2 (Lollipop),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, f/2.2, AF, OIS","Triple-LED dual-tone flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual band, hotspot","4.1, A2DP",No,FM radio,microUSB 2.0,"Li-Po 3000 mAh, non-removable",,"Crimson, Pearl White, Graphite Grey",About 300 EUR
Lenovo K3 Note,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41","HSPA, TD-SCDMA, LTE, TD-LTE",152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in),150 g (5.29 oz),,"Dual SIM (Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.2 (Lollipop), upgradable to 6 (Marshmallow)",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, AF","Dual-LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE",No,FM radio,"microUSB 2.0, OTG","Li-Ion 3000 mAh, removable",,"Onyx Black, Pearl White, Laser Yellow",About 150 EUR
Lenovo A1900,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,121 x 62 x 9.5 mm (4.76 x 2.44 x 0.37 in),117 g (4.13 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),Spreadtrum SC7730,Quad-core 1.2 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,2 MP,,Yes,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot",2.0,No,FM radio,microUSB 2.0,"Li-Ion 1500 mAh, removable",,Black,About 60 EUR
Lenovo A6000 Plus,,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,"1, 3, 7, 20, 40 - Data only, no voice","HSPA, LTE Cat4 150/50 Mbps",141 x 70 x 8.2 mm (5.55 x 2.76 x 0.32 in),128 g (4.52 oz),,"Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.2 (Lollipop)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.2, AF",LED flash,720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 2300 mAh, removable",,"Black, White, Yellow, Red",About 110 EUR
Lenovo S60,,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3, 7, 20","HSPA, LTE Cat4 150/50 Mbps",143.3 x 72 x 7.7 mm (5.64 x 2.83 x 0.30 in),128 g (4.52 oz),,Nano-SIM + Micro-SIM,"5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.2 (KitKat), upgradable to 5 (Lollipop)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),8GB 2GB RAM,"13 MP, AF",LED flash,1080p@30fps,5 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 2150 mAh, non-removable",,"Pearl White, Graphite Grey, Yellow",About 280 EUR
Lenovo K80,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,"1, 3","HSPA, LTE Cat4 150/50 Mbps",8.5 mm thickness,158 g (5.57 oz),,"Dual SIM (Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 5.0 (Lollipop),Intel Atom Z3560,Quad-core 1.83 GHz,,No,"32GB 2GB RAM, 64GB 4GB RAM","13 MP, AF, OIS","Dual-LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",Yes,FM radio,microUSB 2.0,"Li-Ion 4000 mAh, non-removable",,"Black, Silver, Red",About 280 EUR
Lenovo A3900,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 , LTE,"HSPA, LTE Cat4 150/50 Mbps",142.8 x 71.8 x 9 mm (5.62 x 2.83 x 0.35 in),157 g (5.54 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6752 (28 nm),Octa-core 1.2 GHz Cortex-A53,Mali-T760MP2,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,"microUSB 2.0, OTG","Li-Po 2300 mAh, removable",,"Black, Pearl White, Silver",About 70 EUR
Lenovo A706,,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,136 x 69 x 10.4 mm (5.35 x 2.72 x 0.41 in),130 g (4.59 oz),,Dual SIM (Mini-SIM),"4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.1 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual band",3.0,No,FM radio,microUSB 2.0,"Li-Po 2000 mAh, removable",,"Black, White/Grey",About 150 EUR
Lenovo A850,,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,153.5 x 79.3 x 9.5 mm (6.04 x 3.12 x 0.37 in),184 g (6.49 oz),,"Dual SIM (Mini-SIM, dual stand-by)","5.5 inches, 83.4 cm","540 x 960 pixels, 16:9 ratio (~200 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 2250 mAh, removable",,"Black, White",About 150 EUR
Lenovo S5000,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - 3G model,HSDPA 900 / 2100 - 3G model,,HSPA - 3G model,190.5 x 116.8 x 7.6 mm (7.5 x 4.60 x 0.30 in),244.9 g (8.61 oz),,Micro-SIM - 3G model,"7.0 inches, 142.1 cm","1280 x 800 pixels, 16:10 ratio (~216 ppi density)","Android 4.2 (Jelly Bean), upgradable to 4.3 (Jelly Bean)",Mediatek MT8125 or MT8389,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,No,16GB 1GB RAM,"5 MP, AF",,Yes,1.6 MP,,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,"microUSB 2.0, OTG","Li-Ion 3450 mAh, non-removable",,Silver Grey,About 130 EUR
Lenovo Vibe X S960,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,HSPA 21.1/5.76 Mbps,144 x 74 x 6.9 mm (5.67 x 2.91 x 0.27 in),121 g (4.27 oz),,Micro-SIM,"5.0 inches, 68.9 cm","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6589T (28 nm),Quad-core 1.5 GHz Cortex A7,PowerVR SGX544MP2,No,"16GB 2GB RAM, 32GB 2GB RAM","13 MP, AF",LED flash,1080p@30fps,5 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",No,FM radio,"microUSB 2.0, OTG","Li-Po 2000 mAh, non-removable",,Black/Silver,About 420 EUR
Lenovo A516,,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,132 x 66.7 x 9.9 mm (5.20 x 2.63 x 0.39 in),146 g (5.15 oz),,"Dual SIM (Mini-SIM, dual stand-by)","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,Panorama,Yes,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 2000 mAh, removable",,"Black, Pink, White",About 110 EUR
Lenovo A630,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,131 x 66 x 10 mm (5.16 x 2.60 x 0.39 in),159 g (5.61 oz),,"Dual SIM (Mini-SIM, dual stand-by)","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,,Yes,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","2.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 2500 mAh, removable",,Black,About 80 EUR
Lenovo Yoga Tablet 8,,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,213 x 144 x 7.3 mm (8.39 x 5.67 x 0.29 in),401 g (Wi-Fi) / 404 g (3G) (14.25 oz),,Micro-SIM,"8.0 inches, 185.6 cm","1280 x 800 pixels, 16:10 ratio (~189 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT8125 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM",5 MP,,Yes,1.6 MP,,"Yes, with stereo speakers",Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,"microUSB 2.0, OTG","Li-Ion 6000 mAh, non-removable",,Gray,About 190 EUR
Lenovo Yoga Tablet 10,,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,261 x 180 x 8.1 mm (10.28 x 7.09 x 0.32 in),605 g (Wi-Fi) / 610 g (3G) (1.34 lb),,Micro-SIM,"10.1 inches, 295.8 cm","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT8125 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM",5 MP,,Yes,1.6 MP,,"Yes, with stereo speakers",Yes,WLANWi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,"microUSB 2.0, OTG","Li-Ion 9000 mAh, non-removable",,Gray,About 220 EUR
Lenovo Vibe Z K910,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE 850 / 1800 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",149.1 x 77 x 7.9 mm (5.87 x 3.03 x 0.31 in),145.2 g (5.11 oz),,Micro-SIM,"5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Qualcomm Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,Adreno 330,No,16GB 2GB RAM,"13 MP, AF",LED flash,1080p@30fps,5 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual band, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 3000 mAh, non-removable",,"Silver, Titanium",About 480 EUR
Lenovo S650,,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,138 x 69.8 x 8.8 mm (5.43 x 2.75 x 0.35 in),126 g (4.44 oz),,"Dual SIM (Mini-SIM, dual stand-by)","4.7 inches, 60.9 cm","540 x 960 pixels, 16:9 ratio (~234 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF","LED flash, HDR",Yes,VGA,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, hotspot","3.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 2000 mAh, removable",,"Silver, White",About 270 EUR
Lenovo S930,,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,170 x 86.5 x 8.7 mm (6.69 x 3.41 x 0.34 in),170 g (6.00 oz),,"Dual SIM (Mini-SIM, dual stand-by)","6.0 inches, 99.2 cm","720 x 1280 pixels, 16:9 ratio (~245 ppi density)","Android 4.2.2 (Jelly Bean), upgradable to 4.4 (KitKat)",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF","LED flash, HDR",Yes,1.6 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",No,FM radio,microUSB 2.0,"Li-Po 3000 mAh, removable",,Silver,About 220 EUR
