Price_In_Dollars
119.99
324.0
162.0
410.4
118.8
529.99
378.0
443.99
172.8
86.4
97.2
172.8
129.6
216.0
131.99
86.4
149.99
140.4
97.2
378.0
268.92
159.88
162.0
432.0
313.2
583.2
108.0
122.7
1440.0
92.0
216.0
216.0
216.0
191.99
216.0
129.99
129.6
201.95
172.8
75.6
194.4
334.8
270.0
226.8
982.8
302.4
313.2
99.99
1652.91
291.6
183.6
194.4
289.99
140.4
356.4
359.99
216.0
356.4
129.6
445.0
334.8
799.99
151.2
140.4
194.4
226.8
107.99
1099.99
302.4
229.99
140.4
172.8
1499.0
129.6
216.0
472.36
205.2
194.4
285.7
421.2
226.8
129.6
201.15
378.0
313.2
490.0
93.97
205.2
291.6
172.8
237.6
302.4
248.4
140.4
93.59
205.2
303.6
540.0
140.4
248.4
291.6
399.99
999.0
583.2
1049.59
520.0
129.6
270.0
259.2
345.6
347.99
216.0
216.0
184.95
140.4
216.0
125.0
259.2
162.0
237.6
108.0
367.2
378.0
215.98
72.0
75.6
99.9
205.2
216.0
367.2
572.4
183.6
378.0
190.94
75.6
594.0
464.99
367.2
378.0
313.2
329.99
140.4
388.8
205.2
216.0
162.0
972.0
194.4
172.8
274.79
118.8
194.4
377.26
302.4
108.0
118.8
216.0
97.2
270.0
183.6
399.99
280.8
313.2
378.0
183.6
108.0
432.0
248.4
388.8
270.0
216.0
540.0
842.4
347.99
137.45
280.8
151.2
205.2
356.4
259.2
313.2
108.0
118.8
972.0
140.4
108.0
54.0
140.4
425.0
118.8
162.0
575.0
205.2
108.0
1590.0
518.4
594.0
269.99
507.6
168.0
298.75
108.0
183.38
145.19
162.0
453.6
525.0
248.4
192.99
249.99
183.6
83.88
450.0
216.0
209.99
270.0
194.4
248.4
291.6
324.0
205.2
129.6
108.0
680.4
248.4
410.4
702.0
334.8
97.2
561.6
432.0
205.2
345.6
248.4
248.4
194.4
248.4
280.8
118.8
97.2
75.6
334.8
205.2
97.2
183.6
183.6
259.2
453.6
356.4
54.0
259.2
216.0
216.0
295.0
287.99
464.4
113.32
129.6
183.6
766.8
453.6
270.0
162.0
194.4
299.99
2700.0
129.6
162.0
227.99
54.0
299.45
407.99
118.8
263.98
540.0
302.4
324.0
270.0
134.0
151.2
194.4
270.0
118.8
226.8
172.8
1150.0
205.2
356.4
122.34
302.4
97.2
108.0
486.0
64.8
659.0
219.99
216.0
108.0
226.8
194.4
345.6
183.6
332.07
97.2
140.4
864.0
86.4
162.0
291.6
442.8
575.0
399.0
140.4
203.98
270.0
237.6
172.8
125.5
270.0
100.79
108.0
287.98
162.0
322.5
205.2
410.4
129.6
648.0
519.95
108.0
345.6
75.6
248.4
479.0
183.6
648.0
345.6
80.47
675.0
274.0
291.6
237.6
108.0
594.0
203.88
118.8
183.6
378.0
129.6
97.2
270.0
108.0
194.4
756.0
475.0
140.4
572.4
97.2
143.99
96.12
216.0
118.8
788.4
259.2
475.2
205.2
205.2
99.0
499.0
216.0
594.99
237.6
216.0
131.24
218.0
167.99
349.99
118.8
99.97
215.98
186.24
270.0
140.4
162.0
235.02
383.99
258.87
648.0
367.2
339.99
108.0
329.0
216.0
254.98
129.6
572.4
129.6
345.6
270.0
1598.4
356.88
108.0
162.0
313.2
140.4
231.54
187.49
220.0
108.0
108.0
86.4
216.0
194.4
280.8
594.0
421.2
237.6
216.0
107.47
144.49
334.8
118.8
280.8
378.0
291.6
239.99
215.99
345.6
239.0
195.48
313.2
118.8
194.4
432.0
185.74
162.0
179.0
183.6
756.0
216.0
209.9
86.4
86.4
216.0
291.6
205.2
324.0
353.98
172.8
194.32
320.47
259.2
442.8
209.99
1512.0
99.59
162.0
298.49
151.2
194.4
83.99
86.4
162.0
216.0
216.0
216.0
140.4
388.8
213.76
129.6
379.99
95.0
194.4
280.8
215.9
108.0
378.0
162.0
129.6
162.0
345.6
229.99
349.19
148.56
140.4
324.0
400.32
245.99
216.0
151.2
172.1
205.2
302.4
410.4
216.0
309.95
475.2
345.6
108.0
216.0
108.0
194.4
129.6
864.0
378.0
269.97
194.4
140.4
712.8
129.49
151.2
1070.0
324.0
162.0
378.0
399.6
1263.6
410.4
479.99
313.2
734.4
142.87
604.8
205.2
194.4
172.8
118.8
388.8
97.2
162.0
216.0
637.2
486.0
384.06
324.0
248.4
280.8
291.6
140.4
285.48
174.99
270.0
151.2
324.0
226.8
86.4
194.4
1566.0
1112.4
226.8
140.4
335.72
324.0
929.97
260.1
194.4
216.0
129.6
216.0
1459.0
259.2
287.49
108.0
183.6
356.4
383.99
226.8
162.0
172.8
369.0
129.6
270.0
702.0
1015.2
151.2
1185.0
1112.4
151.2
172.8
269.99
432.0
140.4
140.4
108.0
604.8
239.99
97.2
349.0
226.8
280.8
702.0
302.4
140.4
216.0
162.0
151.2
680.4
759.0
91.2
86.4
441.99
583.2
432.0
702.0
162.0
626.4
248.4
259.2
43.2
367.2
129.6
689.0
702.0
400.0
280.8
172.8
345.6
378.0
323.99
86.4
194.4
130.0
302.4
237.6
291.6
54.0
649.99
259.2
162.0
540.0
749.99
216.0
842.4
356.4
216.0
324.0
388.8
1499.0
183.6
237.6
140.4
108.0
151.2
299.99
202.08
508.75
324.0
194.4
377.99
216.0
216.0
151.2
555.0
1355.0
756.0
429.99
194.4
237.6
475.2
172.8
86.4
359.99
108.0
108.0
496.8
178.79
479.99
237.6
723.6
266.99
1709.0
334.8
442.8
229.64
410.4
291.6
496.8
658.8
172.8
151.2
799.2
280.8
194.4
324.0
388.8
248.4
216.0
183.6
251.99
227.99
698.0
216.0
216.0
475.0
475.2
432.0
287.5
194.4
172.8
216.0
599.99
345.0
291.6
226.8
302.4
183.6
540.0
378.0
183.6
259.2
486.0
140.4
118.8
259.2
185.99
166.06
194.4
259.2
167.99
216.0
86.4
356.4
216.0
529.2
205.2
108.0
118.8
105.0
205.2
594.0
162.0
615.6
604.8
604.8
205.2
172.8
1899.24
743.99
777.6
204.0
496.8
179.88
96.0
280.8
313.2
162.0
162.0
108.0
237.6
279.8
2322.0
143.99
280.8
1540.0
324.0
842.4
162.0
378.0
129.6
259.99
259.2
108.0
561.6
853.2
248.4
388.8
346.14
302.4
172.8
129.6
194.4
540.0
855.0
205.2
173.14
216.0
507.6
162.0
183.6
216.0
1299.99
334.8
131.99
226.8
420.0
75.6
756.0
162.0
216.0
226.8
324.0
324.0
918.0
972.0
270.0
194.4
151.2
254.0
54.0
129.6
205.2
464.4
291.6
432.0
216.0
291.6
140.4
324.0
172.8
108.0
183.6
162.0
162.0
216.0
140.4
280.8
237.6
939.6
205.2
216.0
302.4
149.19
162.0
332.5
287.03
183.6
777.6
194.4
928.8
183.6
270.0
118.8
162.0
118.8
475.2
442.8
324.0
216.0
237.6
585.0
84.0
187.92
172.8
1123.2
237.6
399.6
118.8
151.2
550.8
515.0
259.2
113.94
702.0
168.99
540.0
60.0
248.4
270.0
97.2
118.8
194.4
194.4
118.8
72.0
140.4
388.8
194.4
367.2
226.8
302.4
259.2
186.86
140.4
399.6
183.6
324.0
356.4
194.4
183.6
777.6
108.0
263.87
375.59
140.0
86.4
226.8
199.0
43.2
226.8
226.8
1188.0
735.0
151.2
356.4
172.8
247.32
108.0
97.2
855.0
280.8
183.6
237.6
216.0
194.4
145.0
129.6
129.6
453.6
410.4
183.6
291.6
216.0
214.99
183.6
1219.0
43.2
432.0
1296.0
324.0
172.8
293.39
334.8
95.99
259.2
64.8
86.4
421.2
64.8
216.0
248.4
869.95
199.38
97.2
151.2
302.4
194.4
215.98
151.2
961.2
854.53
194.4
140.4
289.5
226.8
64.99
205.2
75.6
302.4
205.2
75.6
248.4
425.0
129.6
248.4
226.8
162.0
291.6
75.6
162.0
147.17
194.99
205.2
356.4
236.24
129.6
248.4
215.99
270.0
172.8
432.0
205.2
884.0
172.8
324.0
302.4
129.6
114.99
108.0
280.8
734.4
129.6
270.0
280.8
86.4
432.0
140.4
270.0
151.2
66.75
345.6
194.4
445.0
216.0
246.05
518.4
442.8
172.8
287.99
263.99
486.0
180.11
702.0
291.6
162.0
270.0
118.8
1004.4
108.0
356.4
118.8
237.99
237.6
216.0
237.6
151.2
523.75
140.4
97.2
209.39
97.2
97.2
754.92
232.05
142.69
216.0
367.09
205.2
140.4
475.2
151.2
237.6
216.0
216.0
280.8
302.4
1409.0
280.79
259.2
162.0
240.0
189.99
104.98
216.0
285.99
86.4
194.4
64.8
165.55
289.99
183.6
140.4
216.0
324.0
162.0
151.2
97.2
680.4
259.2
205.2
378.0
151.2
234.58
594.0
302.4
399.6
179.99
140.4
162.0
756.0
108.0
162.0
154.99
291.6
140.39
820.8
486.0
1079.98
648.0
129.6
270.0
172.8
118.8
194.4
248.4
216.0
237.6
183.6
167.99
108.0
259.2
388.8
1055.0
302.4
259.2
216.0
280.8
263.99
291.6
151.2
183.6
378.0
183.6
172.8
140.4
172.8
324.0
189.99
118.8
118.8
512.73
194.4
140.4
1209.6
496.8
345.6
183.6
248.4
270.0
259.2
97.2
237.6
385.0
395.0
118.8
162.0
464.4
205.2
270.0
97.2
107.99
139.2
140.4
334.8
119.99
334.8
367.2
226.8
194.4
97.2
108.0
226.8
151.2
64.8
485.0
248.4
162.0
831.6
291.6
86.4
378.0
259.2
172.8
270.0
216.0
192.99
194.4
201.59
475.2
432.0
108.0
162.0
453.6
419.99
648.0
274.99
432.0
172.8
691.2
345.6
810.0
205.2
237.6
97.2
183.6
216.0
378.0
237.6
140.4
280.8
313.2
1404.0
216.0
108.0
248.4
156.44
367.2
755.0
162.0
356.4
83.89
226.8
137.98
162.0
248.4
216.0
97.2
2473.2
313.2
140.4
99.3
259.2
129.6
237.6
302.4
227.99
613.51
259.2
518.4
248.4
162.0
454.99
97.2
237.6
248.4
118.8
270.0
145.0
911.96
166.95
140.4
140.4
129.6
194.4
194.4
154.95
356.4
129.6
371.98
129.6
155.99
875.68
410.4
108.0
183.6
136.76
739.0
205.2
291.6
540.0
98.44
129.6
313.2
130.06
229.99
220.8
205.2
144.0
302.4
179.5
270.0
369.0
194.4
475.2
97.2
259.2
378.0
324.0
209.88
349.99
118.8
939.0
117.37
172.8
248.4
140.4
162.0
313.2
464.4
432.0
313.2
216.0
201.13
201.24
648.0
118.8
189.6
909.0
203.99
237.6
75.6
302.4
367.2
691.2
194.4
313.2
97.2
367.2
685.38
486.0
75.6
183.6
86.4
240.2
302.4
324.0
367.2
345.6
788.4
175.0
216.0
499.95
896.4
194.4
313.2
248.4
291.6
183.6
324.0
259.91
140.4
169.99
172.8
237.6
248.4
270.0
691.2
162.0
200.0
218.74
270.0
205.2
345.6
120.0
745.0
345.6
849.0
204.7
248.4
226.8
723.69
842.4
252.36
453.6
118.8
183.6
194.4
129.6
410.4
108.0
151.2
75.6
378.0
108.0
180.14
658.8
873.75
172.8
453.6
108.0
485.0
129.6
270.0
129.6
1037.24
140.4
324.0
1123.75
248.4
388.8
205.2
108.0
280.8
282.37
302.4
899.99
162.0
248.4
334.8
216.0
162.0
453.6
912.5
936.25
334.8
113.99
140.4
172.8
723.6
251.9
216.0
160.44
195.67
179.88
1218.39
118.8
181.12
108.0
62.11
180.0
270.0
486.0
108.0
86.4
205.2
270.0
237.6
75.6
388.8
183.6
151.2
129.6
162.0
216.0
439.99
313.2
151.2
270.0
118.8
99.5
216.0
172.8
279.0
270.0
237.6
280.8
216.0
162.0
108.0
118.8
129.6
205.2
1112.4
127.99
197.5
216.0
140.4
920.31
313.2
129.99
151.2
1188.0
162.0
270.0
799.99
151.2
131.99
399.6
1188.0
194.4
64.8
324.0
421.2
240.99
464.4
454.95
82.99
385.0
324.0
399.6
216.0
172.8
86.4
702.0
149.98
162.0
291.6
1349.99
669.0
140.4
172.8
302.4
512.49
507.6
248.4
259.2
410.4
237.6
233.99
108.0
475.2
460.9
378.0
378.0
75.6
496.8
356.4
239.99
453.6
560.99
205.2
799.0
455.0
151.2
172.8
108.0
270.0
172.8
140.4
129.6
1249.0
129.6
97.2
108.0
270.0
162.0
194.4
324.0
152.14
1058.4
162.0
1404.0
864.0
162.0
291.6
139.99
162.0
1123.75
378.0
118.8
140.4
270.0
118.8
1135.94
205.2
270.0
209.99
291.6
162.0
279.99
367.2
918.0
108.0
216.0
410.4
259.2
399.6
275.99
183.6
183.6
155.94
237.6
151.2
86.4
194.4
108.0
280.0
422.31
183.59
270.0
259.2
216.0
432.0
108.0
442.8
429.33
244.91
205.2
54.0
248.4
86.4
1299.0
280.8
216.0
302.4
279.99
291.6
201.59
129.6
270.0
216.0
194.4
301.45
507.6
151.2
280.8
183.6
432.0
140.4
432.0
220.0
745.2
205.2
128.88
504.5
226.8
151.2
172.8
291.6
199.0
324.0
377.89
464.4
140.4
86.4
340.99
75.6
361.79
162.0
432.0
549.99
324.0
93.99
216.0
356.4
734.4
324.0
1242.0
129.6
585.0
379.0
129.6
691.2
108.0
239.99
539.95
92.87
183.6
507.6
241.33
329.01
496.8
475.2
209.95
1427.14
503.99
97.2
399.6
665.0
226.8
194.4
691.2
399.6
172.8
259.2
599.0
169.99
86.4
623.75
108.0
885.0
378.0
95.0
1459.0
336.78
237.6
95.72
237.6
248.4
203.64
324.0
139.46
635.0
183.6
64.8
140.4
194.4
162.0
205.2
86.4
205.2
172.8
270.0
147.36
410.4
449.0
216.0
311.88
324.0
378.0
359.99
432.0
194.4
626.4
129.6
216.0
108.0
108.0
324.0
324.0
335.88
936.25
183.6
1170.0
388.8
864.0
84.0
572.4
346.87
75.6
1085.0
299.0
583.2
1242.0
259.2
689.0
167.79
205.2
334.8
251.98
226.8
86.4
194.27
604.8
140.4
162.0
129.6
410.4
162.0
270.0
140.4
323.98
119.99
125.88
270.0
648.0
243.22
129.6
216.0
777.6
129.6
302.4
338.34
399.6
221.88
162.0
155.99
405.0
442.8
324.0
287.99
194.4
542.0
140.4
216.0
378.0
118.8
140.4
598.75
129.99
313.2
563.99
280.8
259.2
469.99
291.6
248.4
270.0
162.0
226.8
140.4
1101.6
139.99
320.56
194.4
349.0
183.6
162.0
194.4
205.2
156.81
129.6
280.8
129.6
172.8
129.6
270.0
133.02
97.2
129.6
270.0
799.2
118.8
97.2
196.0
194.4
216.0
356.4
356.4
140.4
140.4
270.0
885.6
123.6
140.4
356.4
226.8
410.4
464.4
194.4
399.6
248.4
227.99
167.99
237.6
151.2
226.8
1919.0
280.8
140.4
226.8
108.0
140.4
237.6
97.2
151.2
86.4
86.4
162.0
237.6
183.6
140.4
507.6
367.2
291.6
378.0
540.0
118.8
118.8
205.2
205.2
237.6
183.6
318.6
86.4
366.25
129.6
237.6
270.0
689.0
172.8
291.6
140.4
199.99
972.0
453.6
162.0
151.2
194.4
216.0
216.0
648.0
216.0
108.0
194.4
237.6
205.2
183.6
194.4
216.0
108.0
259.2
999.99
75.6
270.0
140.4
561.25
432.0
248.4
356.4
691.2
172.8
399.99
626.4
151.2
245.99
486.0
108.0
129.6
507.6
319.92
453.6
594.0
280.8
97.2
249.59
270.0
270.0
82.79
183.6
114.0
338.18
183.6
216.0
172.8
162.0
378.0
216.0
194.4
302.4
127.19
939.0
139.95
270.0
140.4
129.6
237.6
313.2
599.97
442.8
388.8
229.99
203.99
97.2
194.4
367.2
137.44
259.2
140.4
237.6
271.09
129.6
270.0
273.95
313.2
140.4
223.75
108.0
866.24
248.4
864.0
86.4
432.0
181.25
503.99
172.8
75.89
336.3
286.25
286.79
702.0
691.2
324.0
162.0
248.4
464.4
108.0
334.8
669.6
97.2
97.99
183.6
162.0
759.0
249.99
270.0
108.0
324.0
430.34
216.0
572.4
140.4
216.0
64.8
237.6
950.4
162.0
291.6
313.2
259.2
162.0
432.0
134.87
183.6
64.8
216.0
108.0
205.2
2106.0
1155.6
585.0
302.4
108.0
589.95
185.0
237.6
219.99
216.0
348.0
129.6
453.6
163.08
540.0
395.9
162.0
172.8
162.0
226.8
248.4
385.52
157.99
172.8
252.72
151.2
291.6
216.0
175.0
334.8
118.8
129.6
108.0
486.0
183.6
216.0
540.0
378.0
86.4
518.4
86.4
313.2
270.0
464.4
215.88
280.8
274.67
594.0
97.2
507.6
118.8
421.2
140.4
108.0
242.84
259.2
257.98
205.72
75.6
169.5
327.53
299.99
108.0
183.6
183.6
356.4
97.2
237.6
264.0
168.12
496.8
518.4
345.6
64.8
162.0
120.0
140.4
540.0
378.0
237.6
432.0
146.24
69.59
216.0
43.2
118.74
204.15
126.2
140.4
194.4
1404.0
378.0
183.6
561.6
324.0
160.0
302.4
324.0
604.8
152.04
453.6
279.99
175.0
170.39
270.0
140.4
540.0
140.4
194.4
169.99
302.4
96.0
168.58
129.99
216.0
118.8
2916.0
1512.0
345.6
169.99
518.4
237.6
151.2
118.8
270.0
291.6
162.0
356.4
129.6
335.98
249.99
324.0
776.06
302.4
97.2
237.6
64.8
540.0
205.2
302.4
270.0
484.99
226.8
118.8
507.6
149.99
289.95
324.0
313.2
280.8
129.6
475.2
486.0
95.88
311.99
324.0
172.8
691.2
109.0
118.8
395.0
86.4
205.2
162.75
129.6
168.0
151.2
329.5
108.0
162.0
345.6
410.4
216.0
140.4
540.0
194.4
269.99
280.8
216.0
302.4
235.0
248.4
464.4
151.2
216.0
432.0
162.0
108.0
194.4
228.6
1123.75
97.2
378.0
248.4
579.99
939.6
86.4
432.0
569.0
86.4
313.2
108.0
356.4
280.8
518.4
302.4
140.4
1620.0
280.8
1404.0
120.0
1215.0
270.0
228.08
691.2
270.0
499.99
172.8
237.6
131.88
668.74
680.4
462.49
324.0
313.2
208.75
118.8
97.2
215.99
226.8
183.6
194.4
270.0
216.0
149.99
151.2
194.4
259.2
194.4
270.0
388.8
205.2
144.99
205.2
302.4
162.0
284.95
399.6
345.6
137.99
270.0
162.0
86.4
270.0
575.0
108.0
287.99
96.99
280.8
140.4
302.4
385.0
594.0
269.5
237.6
340.99
179.99
205.2
334.8
183.6
183.6
118.8
378.0
172.8
464.4
291.6
237.6
194.4
479.99
140.4
648.0
226.8
594.0
280.8
216.0
183.6
343.69
108.0
174.99
270.0
226.8
432.0
323.88
432.0
280.8
216.0
215.99
324.0
172.8
291.6
226.8
583.2
1080.0
119.99
442.8
237.6
864.0
226.8
129.6
86.4
540.0
406.68
248.4
97.19
313.2
108.0
118.69
421.2
239.99
162.0
324.0
324.0
108.0
118.8
83.96
765.72
194.4
604.8
162.0
216.0
388.8
97.2
179.96
324.0
140.4
756.0
194.4
259.2
1450.0
155.99
259.2
479.99
162.0
280.8
251.88
183.6
140.4
388.8
162.0
348.75
194.4
108.0
129.0
270.0
918.0
280.8
324.0
151.2
118.8
270.0
270.0
137.99
172.8
108.0
1617.08
162.0
345.6
299.99
151.2
97.2
302.4
689.0
97.2
248.4
194.4
129.6
604.8
475.2
749.0
885.6
1198.8
1215.0
129.6
356.4
162.0
237.6
756.0
410.4
129.6
129.6
97.2
237.6
162.0
259.2
291.6
280.8
205.2
280.8
427.12
421.2
377.99
594.0
226.8
388.8
118.8
324.0
108.0
459.0
365.0
410.4
302.4
172.8
183.6
658.8
201.16
162.0
280.8
216.0
270.0
279.99
313.2
281.85
259.2
410.4
140.4
1498.75
172.8
270.0
499.99
442.8
198.24
226.8
162.0
183.6
734.4
108.0
270.0
140.4
280.8
270.0
409.99
345.6
378.0
885.6
399.6
242.99
1203.99
291.6
637.2
378.0
60.86
213.29
518.4
304.99
356.4
2030.4
280.8
1049.5
109.99
112.7
108.0
216.0
118.8
1299.99
183.6
86.4
183.6
1022.89
194.4
291.6
108.0
75.6
172.8
213.83
248.4
140.4
355.32
658.8
260.25
377.95
1231.2
118.8
118.8
320.0
194.4
237.6
270.0
172.8
248.4
413.0
151.26
237.6
248.4
97.2
108.0
319.99
594.0
839.99
162.0
583.2
367.2
86.4
205.2
270.0
162.0
388.8
216.0
395.0
356.4
194.4
64.8
86.4
226.8
86.4
723.6
172.8
226.8
632.0
226.8
174.99
151.2
540.0
183.6
140.4
194.4
291.6
172.8
432.0
162.0
367.2
421.2
140.4
97.2
419.95
54.0
475.2
140.4
129.6
399.6
215.39
97.2
378.0
324.0
183.6
140.4
194.4
291.6
97.2
219.59
169.99
216.0
162.0
226.8
270.0
183.6
244.39
181.5
302.4
162.0
97.2
175.03
266.95
284.7
216.0
216.0
129.6
86.4
1393.2
920.0
2160.0
259.2
164.8
129.6
64.95
248.4
194.4
129.6
226.8
162.0
237.6
118.8
89.99
345.6
86.4
410.4
313.2
561.6
205.2
162.0
108.0
216.0
259.2
432.0
64.8
151.2
270.0
199.99
118.8
540.0
140.4
86.4
216.0
194.4
216.0
172.8
237.6
140.4
216.0
175.0
270.0
205.2
216.0
151.2
561.6
143.88
86.4
432.0
293.4
162.0
119.76
144.96
464.4
475.2
270.0
125.99
496.8
270.0
540.0
237.6
475.2
215.99
172.8
151.2
116.25
108.0
820.8
259.2
194.4
118.8
162.0
648.0
342.49
464.4
191.88
108.0
606.34
118.8
594.0
399.6
97.99
216.0
205.2
540.0
355.64
302.4
108.0
248.4
270.0
140.4
1458.0
129.6
172.12
280.8
248.4
140.4
162.0
216.0
388.8
239.99
313.2
529.2
108.0
162.0
969.0
432.0
248.4
140.4
183.6
205.2
1080.0
151.2
270.0
144.94
345.6
116.5
324.0
172.8
280.8
162.0
43.2
475.2
442.8
999.0
172.8
191.39
1919.99
216.0
129.99
302.4
220.0
151.2
270.0
302.4
934.99
216.0
183.6
216.0
91.15
270.0
648.0
226.8
388.8
216.0
280.8
194.4
179.99
79.99
313.2
259.2
645.0
691.2
315.23
172.8
248.39
247.76
432.0
535.0
1134.0
324.0
280.8
229.5
2160.0
118.8
799.2
432.0
270.0
140.4
540.0
367.2
540.0
86.4
172.8
248.4
162.0
140.4
140.4
270.0
1090.8
140.4
233.73
226.8
378.0
244.28
162.0
226.8
390.0
648.0
147.6
291.6
172.8
511.16
546.2
129.6
1036.8
270.0
270.0
129.6
626.4
176.89
329.99
248.4
259.2
344.99
3175.2
129.6
353.99
194.4
168.76
162.0
194.4
54.0
248.4
162.0
108.0
86.4
486.0
559.81
324.0
2106.0
248.4
609.99
140.4
453.6
97.2
1512.0
442.8
239.99
205.2
324.0
499.99
118.8
151.2
280.8
561.6
103.99
107.99
270.0
237.6
399.6
805.0
205.2
248.4
299.99
248.4
356.4
367.2
140.4
486.0
227.98
97.2
118.8
302.4
378.0
248.4
183.6
129.6
216.0
719.98
183.6
97.2
367.2
97.2
464.4
324.0
194.4
302.4
151.2
820.8
120.0
540.0
64.27
1004.4
203.99
432.0
118.8
410.4
291.6
118.8
637.2
418.34
83.88
94.5
439.0
324.0
151.2
291.6
313.2
659.99
194.4
97.2
789.99
183.6
130.37
583.2
540.0
389.0
1036.8
430.0
324.0
1080.0
545.0
189.99
864.0
237.6
378.0
410.4
75.6
395.99
118.8
486.0
140.4
216.0
475.2
334.8
232.07
432.0
162.0
226.79
324.0
810.0
302.4
172.8
270.0
97.2
194.4
335.99
124.99
585.0
324.0
270.0
367.2
475.2
140.4
270.0
432.0
194.4
421.2
162.0
181.19
302.4
226.8
216.0
108.0
788.4
140.4
162.0
64.8
75.6
80.4
237.6
228.0
172.8
270.0
108.0
313.2
432.0
712.8
343.94
191.99
90.0
748.75
400.0
239.95
