Sound_3.5mmjack,Brand,has_LTE,has_5G,has_CDMA,has_CDMA2000,has_EVDO,number_of_sims,number_of_2g_bands,aws_support,number_of_3g_bands,is_foldable_phone,thickness,has_Nano_SIM,has_Micro_SIM,has_Mini_SIM,has_eSIM,has_SIM_Type_Specified,has_memory_card,memory_type_microSDXC,memory_type_microSDHC,Battery_Is_removable,Battery_Capacity,Battery_Type_Lithium,Sound_has_stereo_speakers,camera_hdr,camera_panorama,GPU_company,Number_of_cores,CPU_Brand,CPU_Transistor_Size,Is_OS_Upgradable,Resolution_Width,Resolution_Height,PPI,Display_Size,has_8k,has_4k,has_1440p,has_1080p,has_720p,has_480p,has_EIS,has_HDR,has_stereo,has_dolby_vision,has_OIS,max_resolution,ram,Total_Pixels,number_of_camera_features,maincamera_mp,selfiecamera_mp,latest_wifi_version,Bluetooth_version,has_nfc,USB_Type,operating_system
Yes,Samsung,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,9.3,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,6000.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,390,6.6,0,0,0,1,0,0,1,0,0,0,0,1080p,<= 4,2527200.0,7.0,Ultra,Medium,2,5,0.0,Type-C,Android
No,Realme,1.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,False,9.2,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5400.0,Lithium Ion,Yes,0.0,0.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,450,6.78,1,1,0,1,0,0,1,0,0,1,0,8k,8-16,3513920.0,1.0,Ultra,High,5,5,1.0,Type-C,Android
Yes,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4025.0,Lithium Polymer,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,High,411,6.4,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,3.0,High,High,2,5,1.0,Type-C,Android
Yes,OnePlus,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,False,8.9,0.0,1.0,0.0,0.0,1.0,False,False,False,Non-Removable,3100.0,Lithium Polymer,No,0.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,True,Low,Medium,401,5.5,0,1,0,1,1,0,0,1,1,0,0,4k,<= 4,2073600.0,2.0,Medium,Low,2,Less than 4,1.0,Type-B,Android
Yes,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5160.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,True,Low,Medium,260,6.88,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1180800.0,0.0,Ultra,Low,2,Less than 4,0.0,Type-C,Android
Yes,Oppo,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,7.5,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,3500.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,True,Low,High,403,6.4,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,2527200.0,3.0,Medium,High,2,5,0.0,Type-B,Android
Yes,Motorola,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,False,9.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,409,6.7,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2721600.0,0.0,Ultra,Medium,3,5,1.0,Type-C,Android
No,Xiaomi,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,False,8.4,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,6000.0,Lithium Ion,Yes,1.0,0.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Medium,High,526,6.67,1,1,0,1,1,0,1,0,0,0,0,8k,8-16,4608000.0,2.0,Ultra,High,5,6,1.0,Type-C,Android
Yes,Samsung,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,9.1,0.0,1.0,0.0,0.0,1.0,True,True,False,Removable,2100.0,Lithium Ion,No,0.0,0.0,ARM,Low_Core,exynos,> 20nm,True,Low,Medium,326,4.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,0.0,Low,Low,1,Less than 4,1.0,Type-B,Android
Yes,Cat,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,9.7,1.0,0.0,0.0,0.0,1.0,True,False,False,Non-Removable,3100.0,Lithium Ion,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,True,Low,Medium,285,5.65,0,0,0,1,0,0,1,0,0,0,0,1080p,<= 4,1036800.0,3.0,Medium,Low,2,5,1.0,Type-C,Android
No,ZTE,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.5,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,6000.0,Lithium Ion,Yes,1.0,1.0,ARM,Mid_Core,unisoc,5nm - 10nm,True,Low,High,392,6.72,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,3.0,Ultra,Medium,2,5,1.0,Type-C,Android
Yes,ZTE,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3200.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,High,400,6.3,0,0,0,1,0,0,1,0,0,0,0,1080p,<= 4,2462400.0,3.0,Medium,Medium,2,Less than 4,1.0,Type-C,Android
Yes,alcatel,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.2,0.0,1.0,0.0,0.0,1.0,True,True,False,Non-Removable,3000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,> 20nm,False,Low,Medium,401,5.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2073600.0,1.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,0.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,True,Low,Medium,270,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,2.0,Medium,Medium,2,5,0.0,Type-C,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5160.0,Lithium Polymer,No,1.0,0.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,260,6.88,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1180800.0,2.0,Medium,Low,2,5,0.0,Type-C,Android
No,Huawei,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.4,1.0,0.0,0.0,0.0,1.0,True,False,False,Non-Removable,4200.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,kirin,5nm - 10nm,False,Low,High,346,7.2,0,1,0,1,1,0,1,0,0,0,0,4k,6 - 8,2423520.0,3.0,High,High,2,5,1.0,Type-C,Android
Yes,Sony,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,9.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3580.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,False,Low,High,402,6.0,0,1,0,1,0,0,0,1,1,0,0,4k,<= 4,2332800.0,3.0,High,Low,1,5,1.0,Type-C,Android
Yes,HTC,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,False,9.2,0.0,1.0,0.0,0.0,1.0,True,False,True,Removable,1800.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,217,4.3,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,384000.0,1.0,Low,Low,1,Less than 4,1.0,Type-B,Android
Yes,Realme,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,False,8.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,5nm - 10nm,True,Low,High,405,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2592000.0,1.0,High,Medium,2,5,0.0,Type-C,Android
Yes,Samsung,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,10.5,0.0,0.0,1.0,0.0,1.0,True,False,True,Non-Removable,4000.0,Lithium Ion,Yes,0.0,0.0,Imagination,Low_Core,others,> 20nm,True,Low,Low,170,7.0,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,614400.0,0.0,Low,Low,1,Less than 4,1.0,Other,Android
Yes,vivo,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.0,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4000.0,Lithium Ion,No,1.0,0.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,False,Low,High,388,6.59,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,2501280.0,2.0,Medium,Low,2,5,0.0,Type-C,Android
No,Motorola,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.1,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,4310.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,mediatek,Less than 5nm,True,Low,High,460,6.4,0,1,0,1,0,0,1,0,0,0,0,4k,8-16,3204000.0,3.0,Ultra,High,4,5,1.0,Type-C,Android
Yes,OnePlus,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5110.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,395,6.67,0,0,0,1,0,0,1,0,0,0,0,1080p,6 - 8,2592000.0,3.0,Ultra,Medium,2,5,1.0,Type-C,Android
No,Oppo,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,True,Low,High,394,6.7,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2604960.0,3.0,Ultra,High,3,5,0.0,Type-C,Android
Yes,Infinix,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,0.0,0.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,257,6.82,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,1.0,Low,Low,1,5,0.0,Type-B,Android
No,Google,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.5,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,4700.0,Lithium Ion,Yes,1.0,1.0,ARM,Mid_Core,google,Less than 5nm,True,Low,High,495,6.3,1,1,0,1,0,0,1,1,0,0,1,8k,8-16,3655680.0,3.0,Ultra,High,5,5,1.0,Type-C,Android
Yes,ZTE,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,False,11.2,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,1650.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,233,4.0,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,384000.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
No,Honor,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.2,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5300.0,Lithium Ion,Yes,0.0,0.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,437,6.78,0,1,0,1,0,0,1,0,0,0,1,4k,8-16,3304800.0,0.0,Ultra,Ultra,5,5,1.0,Type-C,Android
Yes,Doogee,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,6.0,False,19.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,12000.0,Lithium Ion,No,1.0,0.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,High,409,6.3,0,0,1,1,0,0,0,0,0,0,0,1440p,6 - 8,2527200.0,2.0,Ultra,Medium,2,5,1.0,Type-C,Android
Yes,Motorola,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,0.0,0.0,ARM,Mid_Core,unisoc,10nm - 20nm,True,Low,High,405,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2592000.0,1.0,Ultra,Low,2,5,1.0,Type-C,Android
No,Blackview,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,13.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,High,400,6.6,0,0,1,1,0,0,0,0,0,0,0,1440p,6 - 8,2600640.0,1.0,Ultra,Medium,2,5,1.0,Type-C,Android
Yes,Doogee,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,14.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5180.0,Lithium Ion,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,268,6.0,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,1036800.0,3.0,High,Medium,2,5,1.0,Type-C,Android
Yes,Asus,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,9.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,403,6.4,0,1,0,1,1,0,1,0,0,0,0,4k,6 - 8,2527200.0,3.0,High,High,2,5,1.0,Type-C,Android
No,Realme,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.0,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,6000.0,Lithium Ion,Yes,1.0,0.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,True,Low,High,450,6.83,0,1,0,1,0,0,1,0,0,0,1,4k,6 - 8,3561600.0,2.0,Ultra,High,3,5,1.0,Type-C,Android
No,Xiaomi,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,False,7.8,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4520.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,395,6.67,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,3.0,High,High,3,5,1.0,Type-C,Android
Yes,Motorola,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4020.0,Lithium Polymer,Yes,0.0,0.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,270,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,0.0,Medium,Low,2,5,1.0,Type-C,Android
No,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,7.8,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4520.0,Lithium Polymer,Yes,1.0,0.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,395,6.67,1,1,0,1,0,0,1,1,0,0,0,8k,6 - 8,2592000.0,2.0,Ultra,High,3,5,1.0,Type-C,Android
Yes,OnePlus,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,9.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4300.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,406,6.49,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,3.0,Ultra,Medium,2,5,1.0,Type-C,Android
No,Oukitel,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,12.914285714285713,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,10600.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,unisoc,10nm - 20nm,False,Low,Medium,269,6.52,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,1152000.0,1.0,Medium,Low,0,5,1.0,Type-C,Android
No,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,9.4,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,3400.0,Lithium Ion,No,0.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,True,Low,High,401,6.42,0,1,0,1,1,0,0,0,0,0,0,4k,6 - 8,2527200.0,3.0,Medium,High,2,5,0.0,Type-C,Android
Yes,Asus,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,> 20nm,False,Low,Medium,247,5.45,0,0,0,1,0,0,1,0,0,0,0,1080p,<= 4,1036800.0,3.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
No,Realme,1.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,False,8.2,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Ion,Yes,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,True,Low,High,394,6.7,0,1,0,1,1,0,1,0,0,0,0,4k,6 - 8,2604960.0,3.0,Ultra,Medium,3,5,1.0,Type-C,Android
No,Xiaomi,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,6.0,False,7.8,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,446,6.67,0,1,0,1,0,0,1,0,0,0,0,4k,8-16,3308640.0,3.0,Ultra,High,4,5,1.0,Type-C,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,7.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3750.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,kirin,10nm - 20nm,True,Low,High,409,6.3,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2527200.0,3.0,High,High,2,Less than 4,1.0,Type-C,Android
Yes,LG,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Polymer,No,0.0,0.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,269,6.52,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,1.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,LG,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,False,12.2,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,1700.0,Lithium Ion,No,1.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,233,4.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,384000.0,3.0,Low,Low,1,Less than 4,1.0,Type-B,Android
Yes,Infinix,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4500.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,393,6.7,0,0,1,0,0,0,0,0,0,0,0,1440p,6 - 8,2592000.0,0.0,Ultra,Ultra,2,Less than 4,1.0,Type-C,Android
Yes,Micromax,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.069014084507044,0.0,0.0,0.0,0.0,0.0,True,True,False,Non-Removable,3200.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,> 20nm,False,Low,Medium,401,5.5,0,1,0,1,0,0,0,0,0,0,0,4k,<= 4,2073600.0,4.0,Medium,Medium,1,Less than 4,0.0,Type-C,Android
No,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,9.3,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,395,6.67,1,1,0,1,0,0,1,0,0,0,0,8k,6 - 8,2592000.0,0.0,Ultra,High,3,5,1.0,Type-C,Android
Yes,Oppo,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,0.0,0.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,392,6.72,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,0.0,Ultra,High,2,5,1.0,Type-C,Android
No,Motorola,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,5.0,True,7.9,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,2800.0,Lithium Polymer,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,Medium,373,6.2,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,1876392.0,1.0,High,High,2,5,1.0,Type-C,Android
Yes,Infinix,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,6000.0,Lithium Ion,No,1.0,1.0,Imagination,Low_Core,mediatek,10nm - 20nm,False,Low,Medium,263,6.82,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1180800.0,3.0,Medium,Low,2,5,0.0,Type-B,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,False,8.5,1.0,1.0,0.0,0.0,1.0,True,True,False,Non-Removable,4100.0,Lithium Polymer,No,0.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,True,Low,Medium,401,5.5,0,0,0,1,1,0,0,0,0,0,0,1080p,<= 4,2073600.0,5.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Asus,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.9,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,446,5.9,1,1,0,1,1,0,1,1,0,0,0,8k,6 - 8,2592000.0,3.0,Ultra,Medium,4,5,1.0,Type-C,Android
No,Oukitel,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,6.0,False,27.2,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,22000.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,400,6.6,0,0,1,1,0,0,0,0,0,0,0,1440p,6 - 8,2600640.0,3.0,Ultra,High,2,5,1.0,Type-C,Android
Yes,ZTE,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,4.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3000.0,Lithium Polymer,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,> 20nm,False,Low,Medium,267,5.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,1.0,Medium,Low,2,Less than 4,0.0,Type-B,Android
Yes,Huawei,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,4.0,False,8.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,False,Low,Medium,269,6.26,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1094400.0,3.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Samsung,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.7,0.0,1.0,0.0,0.0,1.0,True,False,True,Removable,2000.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,199,4.7,0,0,0,1,0,1,0,0,0,0,0,1080p,<= 4,384000.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Samsung,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,exynos,10nm - 20nm,True,Medium,High,577,5.1,0,1,0,1,1,0,1,1,1,0,1,4k,<= 4,3686400.0,0.0,Medium,Low,2,Less than 4,1.0,Type-B,Android
No,Huawei,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,False,9.0,1.0,0.0,0.0,0.0,1.0,True,False,False,Non-Removable,4200.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,kirin,5nm - 10nm,False,Low,High,441,6.58,0,1,0,1,0,0,1,1,0,0,0,4k,6 - 8,3168000.0,2.0,Ultra,High,3,5,1.0,Type-C,Android
Yes,Realme,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,6000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,270,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,0.0,High,Low,2,5,0.0,Type-C,Android
Yes,LG,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,9.4,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,3140.0,Lithium Ion,Yes,0.0,0.0,Imagination,Low_Core,mediatek,> 20nm,True,Low,Low,200,5.5,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,518400.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
No,OnePlus,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.4,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4500.0,Lithium Polymer,Yes,0.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,402,6.55,0,1,0,1,0,0,1,1,0,0,0,4k,8-16,2592000.0,2.0,High,Medium,3,5,1.0,Type-C,Android
